Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
9153	El sometimiento de la palabra (Poética)	Martínez Álvarez, Tomás Néstor			Pre- Textos	Valencia	2011	9788415297499		Rústica con solapas					<p>La poesía de Diego Jesús Jiménez entre Fiesta en la oscuridad e itinerario para náufragos</p>	Buen estado		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9153.jpeg
9155	Estrés en la enfermería, el cuidado del cuidador	Mingote Adán y Pérez García			Díaz de Santos	Madrid	2003	9788479785185		Rústica					<p>Guía de autoayuda para el estrés causado por el cuidado de enfermos, contiene CD de método de relajación</p>	Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9155.jpg
9161	Busca y rebusca de Valle- Inclán Tomos I y II, Quimera, Cántico				Ministerio de Cultura	Madrid	1989			Cartoné en guaflex de editorial					<p>Ponencias, comunicaciones e debates del simposio internacional sobre Valle Inclán. Mayo 1986</p>	Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9161_1.jpg
9162	Texto y contexto teatral	Pellettieri, Osvaldo (ed)			Galerna	Argentina	2006	9789505564958		Rústica con solapas						aceptable		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9162.jpg
9164	Sophie Treadwell, contexto teatral, biografía,crítica y traducción de su obra Machinal	Narbona Carrión, Maria Dolores (ed.)			Universidad de Málaga		2008	9788497471817		Rústica con solapas						Buen estado general		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9164.jpg
9165	Adaptaciones a la pantalla de The Tempest de William Shakespeare	Gónzalez Campos, Miguel Ángel			Universidad de Málaga		2006	9788497471671		Rústica con solapas						Un poco rozado en tapas y corte, interior en buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9165.jpg
9166	La atmósfera, en sus relaciones con la Agricultura y el pronóstico del tiempo	Navarro Soler, Diego			Imprenta de Manuel  Hernandez	Madrid	1877			Encuadernación de la época, media piel						Encuadernación gastada, interior papel blanco y en buen estado		65	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9166_1.jpg
9167	Historia del convento de santo Tomás de Madrid del orden de Predicadores	P. Fr. Antonio Martínez Escudero				Madrid	1900			Rústica					<p>Parte primera del tomo I, (solamente se publicó esta parte). Conserva portada y contraportada.</p>	Cosido parcialmente suelto, esquinas dobladas y cubiertas sucias, interior bien, parcialmente intonso		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9167.jpg
9171	La escuela del siglo XXI y otras revoluciones pendientes, ¿una pedagogía de lo imposible?	Varios			Hergué	Huelva	2000	9788495319081		Rústica con solapas						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9171.jpeg
9173	El plano de Madrid por Teixeira estampado en 1656	Molina Campuzano, Miguel			Artes gráficas municipales	Madrid	1975			Rústica						Buen estado, tan solo una esquina algo doblada en contraportada		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9173.jpeg
9174	Grecia y la civilización Crético- Micénica	Bosch Gimpera			Estudio	Barcelona	1914			Rústica						Aceptable, cubiertas algo descoloridas, interior bien		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9174.jpeg
9176	Exposición de libros españoles sobre historia de África					Madrid	1947			Rústica					<p>Organizada por dirección general de Marruecos y Colonias y el instituto de estudios Africanos</p>	Cubiertas ligeramente tostadas y dobladas en bordes,ligera rasgadura al borde del lomo, interior bien		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9176.jpeg
9178	Guadarrama, (Trabajos del museo nacional de ciencias naturales), série geológica num. 11	De Quirós, Bernaldo			Tipografía de Fortanét	Madrid	1915			Rústica					<p>Contiene planos. Primera edición</p>	Falto de algún trozo en portada y lomo, interior bien		40	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9178.jpeg
9182	Starman	Perez Heredia, María			Reservoir Books		2017	9788416709441		Cartoné de editorial						Buen estado general		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9182.jpeg
9183	Matías de Novoa, monografía de un historiador español desconocido	Cánovas del Castillo Antonio			Imprenta de Manuel Ginesta	Madrid	1876			Rústica						Aceptable, cubiertas algo tostadas		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9183.jpeg
9184	Orígen de los alfabetos prehistóricos / Las estelas gigantes de Cantabria / Minas romanas de calamina	Carballo, Jesús			Talleres tipográficos J. Martínez	Santander	1949			Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9184.jpeg
9185	El Arte Rupestre Hispano- Aquitano	Artola, Miguel			Escélicer	San Sebastian	1950			Rústica					<p>Publicaciones de la Real sociedad Vascongada de amigos del país</p>	Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9185.jpeg
9186	La depresión en la vida diaria, guía práctica destinada al médico general para su detección, diagnóstico y tratamiento	Suárez Richards, Manuel y Pujol, Silvana			Polemos	Argentina	2009	9789876490047		Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9186.jpeg
9187	Psicoanálisis: los nuevos signos, la escritura hablante como don del lenguaje	Juresa, Jose Luis y Muerza, Pedro			Atuel	Argentina	2009	9789871155569		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9187.jpeg
9188	Psicopedagogía y marco social, una clínica de lo posible	Varios			Lugar	Argentina	2010	9789508923547		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9188.jpeg
9189	Astillas en el tiempo, la experiencia del psicoanálisis	Miguelez, Luis Vicente			Letra viva	Argentina	2010	9789506492915		Rústica con solapas						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9189.jpeg
9191	Factores Inespecíficos en la Psicoterápia	Dr. Juan Manuel Bulacio			Akadia	Argentina	2006	9789875700444		Rústica con solapas						Tapas rozadas, interior bien		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9191.jpeg
9192	La representación del paciente y del terapeuta en la sesión psicoanalítica	Zelcer, Mirta			Polemos	Argentina	2002	9789165322		Rústica 						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9192.jpeg
9193	Inventarios del desarrollo de habilidades comunicativas, use'rs guide and technical manual	Varios			MacArthur inventarios		2003	9781557666178		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9193.jpeg
9195	A salvo en la cocina	Foster, Aisling			Pre- Textos	Valencia	2012	9788415297772		Rústica						Cubiertas algo deslucidas, interior bien		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9195.jpeg
9196	Biblia devocional para la mujer, (nueva versión internacional)				Vida	Florida	2000	0829723935		simil piel rosa con estuche de cartón de editorial					<p>Devocionales diarios escritos para mujeres cristianas</p>	Buen estado, Dedicatoria y nombre de anterior propietario		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9196.jpeg
9197	Anorexia nerviosa, manifestaciones psicopatológicas fundamentales	Cervera Enguix y Quintanilla Madero			Eunsa (universidad de Navarra)	Navarra	1995	9788431313357		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9197.jpeg
9198	El fetichismo de la torpeza y otros ensayos psicoanalíticos	Harari, Roberto			Homo Sapiens	Argentina	2003	9508083786		Rústica con solapas						Buen estado general, algo rozado en cortes		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9198.jpeg
9200	Las adicciones, una propuesta de abordaje clínico	Gutierrez Segú, Oscar			Letra viva	Argentina	2010	9789506493066		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9200.jpeg
9202	Desarrollo del potencial humano (vol.4)	Lafarga Corona y Gómez del Campo			Trillas	México	2006	9789682416668		Rústica					<p>Relación interpersonal, entrenamiento en relaciones humanas,educación y desarrollo humano</p>	Buen estado general, esquinas algo rozadas		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9202.jpeg
9203	El Fabio de la "epístola moral" su cara y cruz en Méjico y en España	Dámaso Alonso			Real academia de la historia	Madrid	1959			Rustica de editorial					<p>Discurso leído el 15 de Noviembre de 1959 por Dámaso Alonso con contestación de Sánchez Cantón</p>	Cubiertas deslucidas, con mancha en la trasera, intonso		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9203.jpeg
9205	Libro de oro del agricultor y del aficionado a la agricultura, mediciones de campos y de solares	Valles Collantes			Imprenta Moret	La Coruña	1940			Rústica					<p>Mediciones agrícolas, previsión del tiempo coleccion de tablas de medición</p>	Aceptable, portadas faltos de pequeños trozos		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9205.jpeg
9211	Juntos por la convivencia, claves del proyecto de intervención comunitaria intercultural ( 5 tomos)	Varios			Obra social La Caixa	Madrid	2017			Rústica, con estuche de cartón					<p>Una gran obra que trata de facilitar el poner en marcha procesos comunitarios interculturales para la convivencia y cohesión social</p>	Nuevo		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9211.jpg
9213	El humor en la literatura española	Fernandez  Florez, W.			Imprenta Sáez 	Madrid	1945			Rústica de editorial					<p>Discurso leído ante la Real Academia española con contestacion de &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; D. Julio Casares.</p>	Aceptable		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9213.jpeg
9214	El toreo en la época actual	Corinto y Oro			Imprenta Sáez		1948			Rústica con sobrecubierta						Sobrecubiertas muy gastadas, dedicatoria del autor, interior buen estado5		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9214.jpeg
9215	Ética y Psicoanálisis	Loffreda, Enrique			Lugar	Argentina	1999	9508920653		Rústica						Buen estado, últimas páginas dobladas		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9215.jpeg
9216	El psicoanálisis neutral ¿un mito?	Juri, Luis			Homo Sapiens	Argentina	1999	9789508082336		Rústica con solapas						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9216.jpeg
9217	Cuestiones de didáctica de la matemática	Varios			Homo Sapiens	Argentina	2001	9789508081735		Rústica con solapas					<p>Conceptos y procedimientos en la educación polimodal y superior</p>	Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9217.jpeg
9218	La trama de la interpretación	Escars, Carlos			Letra Viva	Argentina	2011	9789506493462		Rústica con solapas					<p>Lógica y condición de las operaciones del analista</p>	Buen estado general		11	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9218.jpeg
9219	Organizar y persuadir	Huertas, Rafael			Frenia	Madrid	2002	8460744051		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9219.jpeg
9221	Diálogos filosóficos y diálogos vulgares	Tejada Palacios, Luis Ángel			Ende		2015	9788494466540		Rústica						Buen estado general		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9221.jpeg
9223	El whisky de los poetas	Edwards, Jorge			Alfaguara	Madrid	1997	9788420428918		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9223.jpeg
9225	La crisis española del siglo XIX  en la obra de Mariano Jose de Larra	Seco Serrano, Carlos			B. A. E	Madrid	1960			Rústica						Aceptable		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9225.jpg
9228	Noticia biográfica de Don Sebastián Fernández de Medrano	Rodríguez Villa			Tipografía de Manuel Hernández	Madrid	1882			Rústica						Cubiertas algo oscuras y pequeñas faltas en bordes y lomo inferiores		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9228.jpg
9229	La mesta de carreteros del reino	Gil Crespo, Adela			Associaçao portuguesa para o progreso das ciencias	Coimbra	1957			Rústica						Aceptable		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9229.jpg
9230	La Tipografía Complutense en el siglo XVIII	Castellote Herrero, Eulalia			Instituto de estudios Madrileños	Madrid	1975			Rústica						Aceptable		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9230.jpg
9231	La Religion del lenguaje español. (IV Centenario de la Universidad nacional mayor de San Marcos)	Larrea, Juan		 Primera edición		Lima	1951			Rustica		 Primera edición				Ligeramente cuarteado en lomo , por lo demás buen estado		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9231.jpg
9234	Los orígenes del Movimiento	Pemartín Sanjuán, José (jefe del servicio nacional de enseñanza media y superior )			Hijos de Santiago Rodríguez	Burgos	1938			Rústica						Cubiertas completas pero deslucidas y  algo dobladas, interior bien		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9234.jpg
9236	Dos calles Madrileñas: Las de Alcalá y Toledo	De Terán Manuel			C. S . I. C	Madrid	1961			Rústica						Aceptable, cubiertas algo rozadas, interior bien		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9236.jpeg
9239	Cristóbal Colón fue extranjero, prueba documental irrefutable	De Torre, Lucas			Revista de archivos, bibliotecas y museos	Madrid	1927			Rústica						Fatigado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9239.jpeg
9240	Fuero Castellano de Béjar (siglo XIII), preliminar, trancripción y notas	Martín Lázaro, Antonio			Tipografía de la Revista de Archivos	Madrid	1926			Rústica						Aceptable, cubiertas y lomo algo gastados, interior bien, está todo completo		40	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9240.jpeg
9241	Los conversos y el movimiento comunero	Gutiérrez Nieto, Juan Ignacio			Hispania, revista española de historia		1964			Rústica						Buen estado general, dedicatoria de autor		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9241.jpeg
9242	Los restos de Colón	Ballesteros Beretta, Antonio			Viuda de Estanislao Maestre	Madrid	1947			Rústica						Tapas algo sucias de polvo y alguna rasgadura		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9242.jpeg
